id,title,original_language,overview,popularity,release_date,vote_average,vote_count
9603,The Bridge at Remagen,en,"In March of 1945, as the War in Europe is coming to a close, fighting erupts between German and American troops at the last remaining bridgehead across the Rhine.",11.03,6/25/1969,6.7,144
9604,Army of Shadows,fr,"Betrayed by an informant, Philippe Gerbier finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",12.48,9/10/1969,8,575
9605,Alien: Covenant - Prologue: The Crossing,en,"Aboard a hijacked Engineer vessel, Dr. Shaw repairs David as they make their way to the home-world of the Engineers, whom Shaw believes are humanity’s creators.  'The Crossing' is an official prologue short to 'Alien: Covenant', revealing what happened to crew members Dr. Elizabeth Shaw and the synthetic David after the events of 'Prometheus'.",15.236,4/26/2017,6.4,122
9606,Diary of the Dead,en,A group of young film students run into real-life zombies while filming a horror movie of their own.,11.981,5/26/2007,5.6,730
9607,Muppet Treasure Island,en,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",21.267,2/16/1996,6.6,360
9608,Student Council Staff Members Movie 2,ja,Second theatrical movie of the Student Council Staff Members series.,21.266,1/1/2021,6.2,11
9609,Frenemies,en,"Zendaya and Bella Thorne, who play Rocky and CeCe in hit Disney Channel series Shake It Up, star in this Disney Channel Original Movie. Three pairs of friends relationships go from good to bad and back again. Several couple fall out over girls, boys and work. Can all these couples settle their differences and be friends again?",15.782,1/13/2012,5.8,418
9610,Serial (Bad) Weddings 2,fr,"Claude and Marie Verneuil face a new crisis. The four spouses of their daughters, David, Rachid, Chao and Charles decided to leave France for various reasons. Here they are imagining their lives elsewhere.",14.737,1/30/2019,5.9,1203
9611,Mean Streets,en,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",18.478,10/14/1973,7.1,1934
9612,Sneakerella,en,"When El, an aspiring sneaker designer from Queens, meets Kira King, the fiercely independent daughter of legendary basketball star and sneaker tycoon Darius King, sparks fly as the two bond over their mutual affinity for sneakers. With a little nudge from his best friend and a sprinkle of Fairy Godfather magic, El finds the courage to use his talent to pursue his dream of becoming a ‘legit’ sneaker designer in the industry.",17.339,5/11/2022,6,76
9613,Tomcats,en,"College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!",12.029,3/30/2001,5.1,234
9614,Sharknado 5: Global Swarming,en,Fin and his wife April travel around the world to save their young son who's trapped inside a sharknado.,12.985,8/6/2017,4.8,305
9615,Daddy Day Camp,en,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",12.53,8/8/2007,4.8,426
9616,Benny Loves You,en,"Jack, a man desperate to improve his life, throws away his beloved childhood plush, Benny. It’s a move that has disastrous consequences when Benny springs to life with deadly intentions!",18.839,11/21/2019,5.8,194
9617,Voice from the Stone,en,Verena is a nurse who arrives at an old mansion in Italy to help a young boy who has fallen silent since the sudden passing of his mother.,12.284,4/28/2017,5.6,445
9618,Hoosiers,en,"Failed college coach Norman Dale gets a chance at redemption when he is hired to coach a high school basketball team in a tiny Indiana town. After a teacher persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of community criticism for his temper and his unconventional choice of assistant coach: Shooter, a notorious alcoholic.",11.477,11/14/1986,7.1,445
9619,John Dies at the End,en,"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",12.23,1/25/2013,6.3,601
9620,Phineas and Ferb: Mission Marvel,en,Phineas and Ferb team up with the Avengers to save the world from Dr. Doofenshmirtz and a group of dangerous supervillains.,17.78,8/16/2013,6.5,158
9621,Moscow Does Not Believe in Tears,ru,"This is a life story of three girlfriends from youth to autumn ages. Their dreams and wishes, love, disillusions...",15.726,2/11/1980,7.7,210
9622,Breathless,en,"Jesse has to get out of Las Vegas quickly and steals a car to drive to L.A. On the way, he shoots a police officer. When he makes it to L.A. he stays with Monica, a girl he has only known for a few days. As the film progresses, the police get closer to him, and the crimes escalate.",11.276,5/13/1983,5.9,219
9623,In from the Side,en,"Mark, a new and inexperienced rugby club member, finds himself drawn to Warren, a seasoned first team player. When a series of happenstances at an away fixture lead to a drunken encounter, Mark and Warren unwittingly embark on a romantic affair they struggle to hide from their partners and teammates.",11.195,9/16/2022,7.2,46
9624,Funny People,en,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",21.235,7/30/2009,5.9,1206
9625,New Initial D the Movie - Legend 3: Dream,ja,"Mt. Akina's new downhill racing hero Fujiwara Takumi prepares for the final showdown against Red Sun's unbeaten leader and Akagi's fastest driver, Takahashi Ryosuke.",16.93,2/6/2016,7.7,55
9626,The Demented,en,Six college friends unite for a weekend getaway where they find themselves fighting for their lives after a terrorist attack turns the local residents into rage infused zombies.,10.479,7/30/2013,4.4,147
9627,August: Osage County,en,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",15.729,12/26/2013,6.8,1400
9628,The Domestics,en,A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs.,14.983,6/28/2018,6.1,412
9629,Death in Venice,it,"Composer Gustav von Aschenbach travels to Venice for health reasons. There, he becomes obsessed with the stunning beauty of an adolescent Polish boy named Tadzio who is staying with his family at the same Grand Hôtel des Bains on the Lido as Aschenbach.",12.724,3/2/1971,7.3,443
9630,Aśoka,hi,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",9.098,9/13/2001,6.4,140
9631,The Feels,en,A lesbian bachelorette weekend goes awry when one of the brides admits she's never had an orgasm.,13.531,6/9/2017,5.7,123
9632,Case Closed: The Crimson Love Letter,ja,"Bombing case at Nichiuri TV in autumn. The Satsuki Cup, which crowns the winner of Japan's Hyakunin Isshu, is currently being filmed inside the facility. The incident results in a big commotion and, while the building is burning to ashes, the only people left inside are Hattori and Toyama Kazuha. They get rescued just in time by Conan , who rushes to the scene. Both the identity and purposes of the bomber are unknown.",21.227,4/15/2017,6.5,89
